Accession	EntryName	GeneID	TaxID	EnsemblGeneID	GeneSymbol	Description	Type
Q6ZNG2	DBX2_HUMAN	440097	9606	ENSG00000185610	DBX2	developing brain homeobox 2	protein-coding
Q5VU92	DC121_HUMAN	139170	9606	ENSG00000198889	DCAF12L1	DDB1 and CUL4 associated factor 12 like 1	protein-coding
Q5VW00	DC122_HUMAN	340578	9606	ENSG00000198354	DCAF12L2	DDB1 and CUL4 associated factor 12 like 2	protein-coding
O14576	DC1I1_HUMAN	1780	9606	ENSG00000158560	DYNC1I1	dynein cytoplasmic 1 intermediate chain 1	protein-coding
Q13409	DC1I2_HUMAN	1781	9606	ENSG00000077380	DYNC1I2	dynein cytoplasmic 1 intermediate chain 2	protein-coding
Q9Y6G9	DC1L1_HUMAN	51143	9606	ENSG00000144635	DYNC1LI1	dynein cytoplasmic 1 light intermediate chain 1	protein-coding
O43237	DC1L2_HUMAN	1783	9606	ENSG00000135720	DYNC1LI2	dynein cytoplasmic 1 light intermediate chain 2	protein-coding
Q8WVS4	DC2I1_HUMAN	55112	9606	ENSG00000126870	WDR60	WD repeat domain 60	protein-coding
Q96EX3	DC2I2_HUMAN	89891	9606	ENSG00000119333	WDR34	WD repeat domain 34	protein-coding
Q8TCX1	DC2L1_HUMAN	51626	9606	ENSG00000138036	DYNC2LI1	dynein cytoplasmic 2 light intermediate chain 1	protein-coding
Q3SXM0	DC4L1_HUMAN	285429	9606	ENSG00000182308	DCAF4L1	DDB1 and CUL4 associated factor 4 like 1	protein-coding
Q8NA75	DC4L2_HUMAN	138009	9606	ENSG00000176566	DCAF4L2	DDB1 and CUL4 associated factor 4 like 2	protein-coding
A6NGE4	DC8L1_HUMAN	139425	9606	ENSG00000226372	DCAF8L1	DDB1 and CUL4 associated factor 8 like 1	protein-coding
Q5QP82	DCA10_HUMAN	79269	9606	ENSG00000122741	DCAF10	DDB1 and CUL4 associated factor 10	protein-coding
Q8TEB1	DCA11_HUMAN	80344	9606	ENSG00000100897	DCAF11	DDB1 and CUL4 associated factor 11	protein-coding
Q8TEB1	DCA11_HUMAN	80344	9606	ENSG00000284796	DCAF11	DDB1 and CUL4 associated factor 11	protein-coding
Q5T6F0	DCA12_HUMAN	25853	9606	ENSG00000198876	DCAF12	DDB1 and CUL4 associated factor 12	protein-coding
Q9NV06	DCA13_HUMAN	25879	9606	ENSG00000164934	DCAF13	DDB1 and CUL4 associated factor 13	protein-coding
Q66K64	DCA15_HUMAN	90379	9606	ENSG00000132017	DCAF15	DDB1 and CUL4 associated factor 15	protein-coding
Q66K64	DCA15_HUMAN	90379	9606	ENSG00000288453	DCAF15	DDB1 and CUL4 associated factor 15	protein-coding
Q9NXF7	DCA16_HUMAN	54876	9606	ENSG00000163257	DCAF16	DDB1 and CUL4 associated factor 16	protein-coding
Q5H9S7	DCA17_HUMAN	80067	9606	ENSG00000115827	DCAF17	DDB1 and CUL4 associated factor 17	protein-coding
Q9Y4B6	DCAF1_HUMAN	9730	9606	ENSG00000145041	DCAF1	DDB1 and CUL4 associated factor 1	protein-coding
Q8WV16	DCAF4_HUMAN	26094	9606	ENSG00000119599	DCAF4	DDB1 and CUL4 associated factor 4	protein-coding
Q96JK2	DCAF5_HUMAN	8816	9606	ENSG00000139990	DCAF5	DDB1 and CUL4 associated factor 5	protein-coding
Q58WW2	DCAF6_HUMAN	55827	9606	ENSG00000143164	DCAF6	DDB1 and CUL4 associated factor 6	protein-coding
P61962	DCAF7_HUMAN	10238	9606	ENSG00000136485	DCAF7	DDB1 and CUL4 associated factor 7	protein-coding
Q5TAQ9	DCAF8_HUMAN	50717	9606	ENSG00000132716	DCAF8	DDB1 and CUL4 associated factor 8	protein-coding
Q8WVC6	DCAKD_HUMAN	79877	9606	ENSG00000172992	DCAKD	dephospho-CoA kinase domain containing	protein-coding
P17707	DCAM_HUMAN	262	9606	ENSG00000123505	AMD1	adenosylmethionine decarboxylase 1	protein-coding
Q8N8Z6	DCBD1_HUMAN	285761	9606	ENSG00000164465	DCBLD1	discoidin, CUB and LCCL domain containing 1	protein-coding
Q96PD2	DCBD2_HUMAN	131566	9606	ENSG00000057019	DCBLD2	discoidin, CUB and LCCL domain containing 2	protein-coding
Q9BVC3	DCC1_HUMAN	79075	9606	ENSG00000136982	DSCC1	DNA replication and sister chromatid cohesion 1	protein-coding
P43146	DCC_HUMAN	1630	9606	ENSG00000187323	DCC	DCC netrin 1 receptor	protein-coding
A2VCK2	DCD2B_HUMAN	149069	9606	ENSG00000222046	DCDC2B	doublecortin domain containing 2B	protein-coding
A8MYV0	DCD2C_HUMAN	728597	9606	ENSG00000214866	DCDC2C	doublecortin domain containing 2C	protein-coding
M0R2J8	DCDC1_HUMAN	341019	9606	ENSG00000170959	DCDC1	doublecortin domain containing 1	protein-coding
Q9UHG0	DCDC2_HUMAN	51473	9606	ENSG00000146038	DCDC2	doublecortin domain containing 2	protein-coding
P81605	DCD_HUMAN	117159	9606	ENSG00000161634	DCD	dermcidin	protein-coding
Q99259	DCE1_HUMAN	2571	9606	ENSG00000128683	GAD1	glutamate decarboxylase 1	protein-coding
Q05329	DCE2_HUMAN	2572	9606	ENSG00000136750	GAD2	glutamate decarboxylase 2	protein-coding
P19113	DCHS_HUMAN	3067	9606	ENSG00000140287	HDC	histidine decarboxylase	protein-coding
P27707	DCK_HUMAN	1633	9606	ENSG00000156136	DCK	deoxycytidine kinase	protein-coding
O15075	DCLK1_HUMAN	9201	9606	ENSG00000133083	DCLK1	doublecortin like kinase 1	protein-coding
Q8N568	DCLK2_HUMAN	166614	9606	ENSG00000170390	DCLK2	doublecortin like kinase 2	protein-coding
Q9C098	DCLK3_HUMAN	85443	9606	ENSG00000163673	DCLK3	doublecortin like kinase 3	protein-coding
O95822	DCMC_HUMAN	23417	9606	ENSG00000103150	MLYCD	malonyl-CoA decarboxylase	protein-coding
Q96GG9	DCNL1_HUMAN	54165	9606	ENSG00000043093	DCUN1D1	defective in cullin neddylation 1 domain containing 1	protein-coding
Q6PH85	DCNL2_HUMAN	55208	9606	ENSG00000150401	DCUN1D2	defective in cullin neddylation 1 domain containing 2	protein-coding
Q8IWE4	DCNL3_HUMAN	123879	9606	ENSG00000188215	DCUN1D3	defective in cullin neddylation 1 domain containing 3	protein-coding
Q92564	DCNL4_HUMAN	23142	9606	ENSG00000109184	DCUN1D4	defective in cullin neddylation 1 domain containing 4	protein-coding
Q9BTE7	DCNL5_HUMAN	84259	9606	ENSG00000137692	DCUN1D5	defective in cullin neddylation 1 domain containing 5	protein-coding
Q8TF63	DCNP1_HUMAN	140947	9606	ENSG00000251380	DCANP1	dendritic cell associated nuclear protein	protein-coding
P11926	DCOR_HUMAN	4953	9606	ENSG00000115758	ODC1	ornithine decarboxylase 1	protein-coding
Q9NPI6	DCP1A_HUMAN	55802	9606	ENSG00000272886	DCP1A	decapping mRNA 1A	protein-coding
Q8IZD4	DCP1B_HUMAN	196513	9606	ENSG00000151065	DCP1B	decapping mRNA 1B	protein-coding
Q8IZD4	DCP1B_HUMAN	196513	9606	ENSG00000284850	DCP1B	decapping mRNA 1B	protein-coding
Q8IU60	DCP2_HUMAN	167227	9606	ENSG00000172795	DCP2	decapping mRNA 2	protein-coding
Q96C86	DCPS_HUMAN	28960	9606	ENSG00000110063	DCPS	decapping enzyme, scavenger	protein-coding
Q6PJP8	DCR1A_HUMAN	9937	9606	ENSG00000198924	DCLRE1A	DNA cross-link repair 1A	protein-coding
Q9H816	DCR1B_HUMAN	64858	9606	ENSG00000118655	DCLRE1B	DNA cross-link repair 1B	protein-coding
Q96SD1	DCR1C_HUMAN	64421	9606	ENSG00000152457	DCLRE1C	DNA cross-link repair 1C	protein-coding
Q5T197	DCST1_HUMAN	149095	9606	ENSG00000163357	DCST1	DC-STAMP domain containing 1	protein-coding
Q5T1A1	DCST2_HUMAN	127579	9606	ENSG00000163354	DCST2	DC-STAMP domain containing 2	protein-coding
Q9H295	DCSTP_HUMAN	81501	9606	ENSG00000164935	DCSTAMP	dendrocyte expressed seven transmembrane protein	protein-coding
P32321	DCTD_HUMAN	1635	9606	ENSG00000129187	DCTD	dCMP deaminase	protein-coding
Q14203	DCTN1_HUMAN	1639	9606	ENSG00000204843	DCTN1	dynactin subunit 1	protein-coding
Q13561	DCTN2_HUMAN	10540	9606	ENSG00000175203	DCTN2	dynactin subunit 2	protein-coding
O75935	DCTN3_HUMAN	11258	9606	ENSG00000137100	DCTN3	dynactin subunit 3	protein-coding
Q9UJW0	DCTN4_HUMAN	51164	9606	ENSG00000132912	DCTN4	dynactin subunit 4	protein-coding
Q9BTE1	DCTN5_HUMAN	84516	9606	ENSG00000166847	DCTN5	dynactin subunit 5	protein-coding
O00399	DCTN6_HUMAN	10671	9606	ENSG00000104671	DCTN6	dynactin subunit 6	protein-coding
Q9H773	DCTP1_HUMAN	79077	9606	ENSG00000179958	DCTPP1	dCTP pyrophosphatase 1	protein-coding
P06132	DCUP_HUMAN	7389	9606	ENSG00000126088	UROD	uroporphyrinogen decarboxylase	protein-coding
Q7Z4W1	DCXR_HUMAN	51181	9606	ENSG00000169738	DCXR	dicarbonyl and L-xylulose reductase	protein-coding
O43602	DCX_HUMAN	1641	9606	ENSG00000077279	DCX	doublecortin	protein-coding
Q9NUU7	DD19A_HUMAN	55308	9606	ENSG00000168872	DDX19A	DEAD-box helicase 19A	protein-coding
Q9UMR2	DD19B_HUMAN	11269	9606	ENSG00000157349	DDX19B	DEAD-box helicase 19B	protein-coding
Q9BW61	DDA1_HUMAN	79016	9606	ENSG00000130311	DDA1	DET1 and DDB1 associated 1	protein-coding
O94760	DDAH1_HUMAN	23576	9606	ENSG00000153904	DDAH1	dimethylarginine dimethylaminohydrolase 1	protein-coding
O95865	DDAH2_HUMAN	23564	9606	ENSG00000213722	DDAH2	dimethylarginine dimethylaminohydrolase 2	protein-coding
O95865	DDAH2_HUMAN	23564	9606	ENSG00000206395	DDAH2	dimethylarginine dimethylaminohydrolase 2	protein-coding
O95865	DDAH2_HUMAN	23564	9606	ENSG00000226634	DDAH2	dimethylarginine dimethylaminohydrolase 2	protein-coding
O95865	DDAH2_HUMAN	23564	9606	ENSG00000233076	DDAH2	dimethylarginine dimethylaminohydrolase 2	protein-coding
O95865	DDAH2_HUMAN	23564	9606	ENSG00000225635	DDAH2	dimethylarginine dimethylaminohydrolase 2	protein-coding
O95865	DDAH2_HUMAN	23564	9606	ENSG00000228128	DDAH2	dimethylarginine dimethylaminohydrolase 2	protein-coding
O95865	DDAH2_HUMAN	23564	9606	ENSG00000227317	DDAH2	dimethylarginine dimethylaminohydrolase 2	protein-coding
Q16531	DDB1_HUMAN	1642	9606	ENSG00000167986	DDB1	damage specific DNA binding protein 1	protein-coding
Q92466	DDB2_HUMAN	1643	9606	ENSG00000134574	DDB2	damage specific DNA binding protein 2	protein-coding
P20711	DDC_HUMAN	1644	9606	ENSG00000132437	DDC	dopa decarboxylase	protein-coding
Q8NEL9	DDHD1_HUMAN	80821	9606	ENSG00000100523	DDHD1	DDHD domain containing 1	protein-coding
O94830	DDHD2_HUMAN	23259	9606	ENSG00000085788	DDHD2	DDHD domain containing 2	protein-coding
Q8WTU0	DDI1_HUMAN	414301	9606	ENSG00000170967	DDI1	DNA damage inducible 1 homolog 1	protein-coding
Q5TDH0	DDI2_HUMAN	84301	9606	ENSG00000197312	DDI2	DNA damage inducible 1 homolog 2	protein-coding
Q8IXT1	DDIAS_HUMAN	220042	9606	ENSG00000165490	DDIAS	DNA damage induced apoptosis suppressor	protein-coding
P35638	DDIT3_HUMAN	1649	9606	ENSG00000175197	DDIT3	DNA damage inducible transcript 3	protein-coding
Q9NX09	DDIT4_HUMAN	54541	9606	ENSG00000168209	DDIT4	DNA damage inducible transcript 4	protein-coding
Q08345	DDR1_HUMAN	780	9606	ENSG00000137332	DDR1	discoidin domain receptor tyrosine kinase 1	protein-coding
Q08345	DDR1_HUMAN	780	9606	ENSG00000204580	DDR1	discoidin domain receptor tyrosine kinase 1	protein-coding
Q08345	DDR1_HUMAN	780	9606	ENSG00000215522	DDR1	discoidin domain receptor tyrosine kinase 1	protein-coding
Q08345	DDR1_HUMAN	780	9606	ENSG00000230456	DDR1	discoidin domain receptor tyrosine kinase 1	protein-coding
Q08345	DDR1_HUMAN	780	9606	ENSG00000234078	DDR1	discoidin domain receptor tyrosine kinase 1	protein-coding
Q16832	DDR2_HUMAN	4921	9606	ENSG00000162733	DDR2	discoidin domain receptor tyrosine kinase 2	protein-coding
Q96HY6	DDRGK_HUMAN	65992	9606	ENSG00000198171	DDRGK1	DDRGK domain containing 1	protein-coding
Q96D03	DDT4L_HUMAN	115265	9606	ENSG00000145358	DDIT4L	DNA damage inducible transcript 4 like	protein-coding
A6NHG4	DDTL_HUMAN	100037417	9606	ENSG00000099974	DDTL	D-dopachrome tautomerase like	protein-coding
A6NHG4	DDTL_HUMAN	100037417	9606	ENSG00000275758	DDTL	D-dopachrome tautomerase like	protein-coding
Q13206	DDX10_HUMAN	1662	9606	ENSG00000178105	DDX10	DEAD-box helicase 10	protein-coding
Q96FC9	DDX11_HUMAN	1663	9606	ENSG00000013573	DDX11	DEAD/H-box helicase 11	protein-coding
Q92841	DDX17_HUMAN	10521	9606	ENSG00000100201	DDX17	DEAD-box helicase 17	protein-coding
Q9NVP1	DDX18_HUMAN	8886	9606	ENSG00000088205	DDX18	DEAD-box helicase 18	protein-coding
Q92499	DDX1_HUMAN	1653	9606	ENSG00000079785	DDX1	DEAD-box helicase 1	protein-coding
Q9UHI6	DDX20_HUMAN	11218	9606	ENSG00000064703	DDX20	DEAD-box helicase 20	protein-coding
Q9NR30	DDX21_HUMAN	9188	9606	ENSG00000165732	DDX21	DExD-box helicase 21	protein-coding
Q9BUQ8	DDX23_HUMAN	9416	9606	ENSG00000174243	DDX23	DEAD-box helicase 23	protein-coding
Q9GZR7	DDX24_HUMAN	57062	9606	ENSG00000089737	DDX24	DEAD-box helicase 24	protein-coding
Q9GZR7	DDX24_HUMAN	57062	9606	ENSG00000273761	DDX24	DEAD-box helicase 24	protein-coding
Q9UHL0	DDX25_HUMAN	29118	9606	ENSG00000109832	DDX25	DEAD-box helicase 25	protein-coding
Q9NUL7	DDX28_HUMAN	55794	9606	ENSG00000182810	DDX28	DEAD-box helicase 28	protein-coding
Q9H8H2	DDX31_HUMAN	64794	9606	ENSG00000125485	DDX31	DEAD-box helicase 31	protein-coding
O00571	DDX3X_HUMAN	1654	9606	ENSG00000215301	DDX3X	DEAD-box helicase 3 X-linked	protein-coding
O15523	DDX3Y_HUMAN	8653	9606	ENSG00000067048	DDX3Y	DEAD-box helicase 3 Y-linked	protein-coding
Q9UJV9	DDX41_HUMAN	51428	9606	ENSG00000183258	DDX41	DEAD-box helicase 41	protein-coding
Q86XP3	DDX42_HUMAN	11325	9606	ENSG00000198231	DDX42	DEAD-box helicase 42	protein-coding
Q9NXZ2	DDX43_HUMAN	55510	9606	ENSG00000080007	DDX43	DEAD-box helicase 43	protein-coding
Q7L014	DDX46_HUMAN	9879	9606	ENSG00000145833	DDX46	DEAD-box helicase 46	protein-coding
Q9H0S4	DDX47_HUMAN	51202	9606	ENSG00000213782	DDX47	DEAD-box helicase 47	protein-coding
Q9Y6V7	DDX49_HUMAN	54555	9606	ENSG00000105671	DDX49	DEAD-box helicase 49	protein-coding
Q9NQI0	DDX4_HUMAN	54514	9606	ENSG00000152670	DDX4	DEAD-box helicase 4	protein-coding
Q9BQ39	DDX50_HUMAN	79009	9606	ENSG00000107625	DDX50	DExD-box helicase 50	protein-coding
Q8N8A6	DDX51_HUMAN	317781	9606	ENSG00000185163	DDX51	DEAD-box helicase 51	protein-coding
Q8N8A6	DDX51_HUMAN	317781	9606	ENSG00000288503	DDX51	DEAD-box helicase 51	protein-coding
Q9Y2R4	DDX52_HUMAN	11056	9606	ENSG00000277594	DDX52	DExD-box helicase 52	protein-coding
Q9Y2R4	DDX52_HUMAN	11056	9606	ENSG00000278053	DDX52	DExD-box helicase 52	protein-coding
Q86TM3	DDX53_HUMAN	168400	9606	ENSG00000184735	DDX53	DEAD-box helicase 53	protein-coding
Q8TDD1	DDX54_HUMAN	79039	9606	ENSG00000123064	DDX54	DEAD-box helicase 54	protein-coding
Q8NHQ9	DDX55_HUMAN	57696	9606	ENSG00000111364	DDX55	DEAD-box helicase 55	protein-coding
Q9NY93	DDX56_HUMAN	54606	9606	ENSG00000136271	DDX56	DEAD-box helicase 56	protein-coding
O95786	DDX58_HUMAN	23586	9606	ENSG00000107201	DDX58	DExD/H-box helicase 58	protein-coding
Q5T1V6	DDX59_HUMAN	83479	9606	ENSG00000118197	DDX59	DEAD-box helicase 59	protein-coding
P17844	DDX5_HUMAN	1655	9606	ENSG00000108654	DDX5	DEAD-box helicase 5	protein-coding
Q8IY21	DDX60_HUMAN	55601	9606	ENSG00000137628	DDX60	DExD/H-box helicase 60	protein-coding
Q5H9U9	DDX6L_HUMAN	91351	9606	ENSG00000181381	DDX60L	DExD/H-box 60 like	protein-coding
P26196	DDX6_HUMAN	1656	9606	ENSG00000110367	DDX6	DEAD-box helicase 6	protein-coding
O75398	DEAF1_HUMAN	10522	9606	ENSG00000177030	DEAF1	DEAF1 transcription factor	protein-coding
Q9NUI1	DECR2_HUMAN	26063	9606	ENSG00000242612	DECR2	2,4-dienoyl-CoA reductase 2	protein-coding
Q9NUI1	DECR2_HUMAN	26063	9606	ENSG00000274296	DECR2	2,4-dienoyl-CoA reductase 2	protein-coding
Q16698	DECR_HUMAN	1666	9606	ENSG00000104325	DECR1	2,4-dienoyl-CoA reductase 1	protein-coding
Q8WXF8	DEDD2_HUMAN	162989	9606	ENSG00000160570	DEDD2	death effector domain containing 2	protein-coding
O75618	DEDD_HUMAN	9191	9606	ENSG00000158796	DEDD	death effector domain containing	protein-coding
P59665	DEF1_HUMAN	1667	9606	ENSG00000206047	DEFA1	defensin alpha 1	protein-coding
P59665	DEF1_HUMAN	1667	9606	ENSG00000240247	DEFA1	defensin alpha 1	protein-coding
P59665	DEF1_HUMAN	1667	9606	ENSG00000284983	DEFA1	defensin alpha 1	protein-coding
P59665	DEF1_HUMAN	1667	9606	ENSG00000285176	DEFA1	defensin alpha 1	protein-coding
P59665	DEF1_HUMAN	728358	9606	ENSG00000206047	DEFA1B	defensin alpha 1B	protein-coding
P59665	DEF1_HUMAN	728358	9606	ENSG00000240247	DEFA1B	defensin alpha 1B	protein-coding
P59665	DEF1_HUMAN	728358	9606	ENSG00000284983	DEFA1B	defensin alpha 1B	protein-coding
P59665	DEF1_HUMAN	728358	9606	ENSG00000285176	DEFA1B	defensin alpha 1B	protein-coding
P59666	DEF3_HUMAN	1668	9606	ENSG00000239839	DEFA3	defensin alpha 3	protein-coding
P12838	DEF4_HUMAN	1669	9606	ENSG00000164821	DEFA4	defensin alpha 4	protein-coding
P12838	DEF4_HUMAN	1669	9606	ENSG00000285318	DEFA4	defensin alpha 4	protein-coding
Q01523	DEF5_HUMAN	1670	9606	ENSG00000164816	DEFA5	defensin alpha 5	protein-coding
Q01523	DEF5_HUMAN	1670	9606	ENSG00000285251	DEFA5	defensin alpha 5	protein-coding
Q01524	DEF6_HUMAN	1671	9606	ENSG00000164822	DEFA6	defensin alpha 6	protein-coding
Q01524	DEF6_HUMAN	1671	9606	ENSG00000285136	DEFA6	defensin alpha 6	protein-coding
P60022	DEFB1_HUMAN	1672	9606	ENSG00000164825	DEFB1	defensin beta 1	protein-coding
P60022	DEFB1_HUMAN	1672	9606	ENSG00000284881	DEFB1	defensin beta 1	protein-coding
Q9H4E7	DEFI6_HUMAN	50619	9606	ENSG00000023892	DEF6	DEF6 guanine nucleotide exchange factor	protein-coding
Q6ZN54	DEFI8_HUMAN	54849	9606	ENSG00000140995	DEF8	differentially expressed in FDCP 8 homolog	protein-coding
Q9HBH1	DEFM_HUMAN	64146	9606	ENSG00000258429	PDF	peptide deformylase, mitochondrial	protein-coding
O15121	DEGS1_HUMAN	8560	9606	ENSG00000143753	DEGS1	delta 4-desaturase, sphingolipid 1	protein-coding
Q6QHC5	DEGS2_HUMAN	123099	9606	ENSG00000168350	DEGS2	delta 4-desaturase, sphingolipid 2	protein-coding
P35659	DEK_HUMAN	7913	9606	ENSG00000124795	DEK	DEK proto-oncogene	protein-coding
Q14154	DELE1_HUMAN	9812	9606	ENSG00000081791	DELE1	DAP3 binding cell death enhancer 1	protein-coding
Q08495	DEMA_HUMAN	2039	9606	ENSG00000158856	DMTN	dematin actin binding protein	protein-coding
Q8TCE6	DEN10_HUMAN	404636	9606	ENSG00000119979	DENND10	DENN domain containing 10	protein-coding
A4D1U4	DEN11_HUMAN	57189	9606	ENSG00000257093	DENND11	DENN domain containing 11	protein-coding
A4D1U4	DEN11_HUMAN	57189	9606	ENSG00000262599	DENND11	DENN domain containing 11	protein-coding
Q8TEH3	DEN1A_HUMAN	57706	9606	ENSG00000119522	DENND1A	DENN domain containing 1A	protein-coding
Q6P3S1	DEN1B_HUMAN	163486	9606	ENSG00000213047	DENND1B	DENN domain containing 1B	protein-coding
Q8IV53	DEN1C_HUMAN	79958	9606	ENSG00000205744	DENND1C	DENN domain containing 1C	protein-coding
Q9ULE3	DEN2A_HUMAN	27147	9606	ENSG00000146966	DENND2A	DENN domain containing 2A	protein-coding
P78524	DEN2B_HUMAN	6764	9606	ENSG00000166444	DENND2B	DENN domain containing 2B	protein-coding
Q68D51	DEN2C_HUMAN	163259	9606	ENSG00000175984	DENND2C	DENN domain containing 2C	protein-coding
Q9H6A0	DEN2D_HUMAN	79961	9606	ENSG00000162777	DENND2D	DENN domain containing 2D	protein-coding
O75064	DEN4B_HUMAN	9909	9606	ENSG00000198837	DENND4B	DENN domain containing 4B	protein-coding
Q5VZ89	DEN4C_HUMAN	55667	9606	ENSG00000137145	DENND4C	DENN domain containing 4C	protein-coding
Q6IQ26	DEN5A_HUMAN	23258	9606	ENSG00000184014	DENND5A	DENN domain containing 5A	protein-coding
Q6ZUT9	DEN5B_HUMAN	160518	9606	ENSG00000170456	DENND5B	DENN domain containing 5B	protein-coding
Q8IWF6	DEN6A_HUMAN	201627	9606	ENSG00000174839	DENND6A	DENN domain containing 6A	protein-coding
Q8NEG7	DEN6B_HUMAN	414918	9606	ENSG00000205593	DENND6B	DENN domain containing 6B	protein-coding
A2RUS2	DEND3_HUMAN	22898	9606	ENSG00000105339	DENND3	DENN domain containing 3	protein-coding
O94850	DEND_HUMAN	23109	9606	ENSG00000181418	DDN	dendrin	protein-coding
O43583	DENR_HUMAN	8562	9606	ENSG00000139726	DENR	density regulated re-initiation and release factor	protein-coding
Q9Y315	DEOC_HUMAN	51071	9606	ENSG00000023697	DERA	deoxyribose-phosphate aldolase	protein-coding
Q5TB30	DEP1A_HUMAN	55635	9606	ENSG00000024526	DEPDC1	DEP domain containing 1	protein-coding
Q8WUY9	DEP1B_HUMAN	55789	9606	ENSG00000035499	DEPDC1B	DEP domain containing 1B	protein-coding
Q8N2C3	DEPD4_HUMAN	120863	9606	ENSG00000166153	DEPDC4	DEP domain containing 4	protein-coding
O75140	DEPD5_HUMAN	9681	9606	ENSG00000100150	DEPDC5	DEP domain containing 5, GATOR1 subcomplex subunit	protein-coding
Q96QD5	DEPD7_HUMAN	91614	9606	ENSG00000121690	DEPDC7	DEP domain containing 7	protein-coding
Q9NTK1	DEPP1_HUMAN	11067	9606	ENSG00000165507	DEPP1	DEPP1 autophagy regulator	protein-coding
Q9BUN8	DERL1_HUMAN	79139	9606	ENSG00000136986	DERL1	derlin 1	protein-coding
Q9GZP9	DERL2_HUMAN	51009	9606	ENSG00000072849	DERL2	derlin 2	protein-coding
Q96Q80	DERL3_HUMAN	91319	9606	ENSG00000099958	DERL3	derlin 3	protein-coding
Q96Q80	DERL3_HUMAN	91319	9606	ENSG00000274437	DERL3	derlin 3	protein-coding
Q07507	DERM_HUMAN	1805	9606	ENSG00000143196	DPT	dermatopontin	protein-coding
Q6ICB0	DESI1_HUMAN	27351	9606	ENSG00000100418	DESI1	desumoylating isopeptidase 1	protein-coding
Q9BSY9	DESI2_HUMAN	51029	9606	ENSG00000121644	DESI2	desumoylating isopeptidase 2	protein-coding
P17661	DESM_HUMAN	1674	9606	ENSG00000175084	DES	desmin	protein-coding
P15924	DESP_HUMAN	1832	9606	ENSG00000096696	DSP	desmoplakin	protein-coding
P60981	DEST_HUMAN	11034	9606	ENSG00000125868	DSTN	destrin, actin depolymerizing factor	protein-coding
Q7L5Y6	DET1_HUMAN	55070	9606	ENSG00000140543	DET1	DET1 partner of COP1 E3 ubiquitin ligase	protein-coding
Q05D60	DEUP1_HUMAN	159989	9606	ENSG00000165325	DEUP1	deuterosome assembly protein 1	protein-coding
O95424	DEXI_HUMAN	28955	9606	ENSG00000182108	DEXI	Dexi homolog	protein-coding
O15263	DFB4A_HUMAN	100289462	9606	ENSG00000171711	DEFB4B	defensin beta 4B	protein-coding
O15263	DFB4A_HUMAN	100289462	9606	ENSG00000177257	DEFB4B	defensin beta 4B	protein-coding
O15263	DFB4A_HUMAN	100289462	9606	ENSG00000275444	DEFB4B	defensin beta 4B	protein-coding
O15263	DFB4A_HUMAN	100289462	9606	ENSG00000285181	DEFB4B	defensin beta 4B	protein-coding
O15263	DFB4A_HUMAN	100289462	9606	ENSG00000285433	DEFB4B	defensin beta 4B	protein-coding
O15263	DFB4A_HUMAN	1673	9606	ENSG00000171711	DEFB4A	defensin beta 4A	protein-coding
O15263	DFB4A_HUMAN	1673	9606	ENSG00000177257	DEFB4A	defensin beta 4A	protein-coding
O15263	DFB4A_HUMAN	1673	9606	ENSG00000275444	DEFB4A	defensin beta 4A	protein-coding
O15263	DFB4A_HUMAN	1673	9606	ENSG00000285181	DEFB4A	defensin beta 4A	protein-coding
O15263	DFB4A_HUMAN	1673	9606	ENSG00000285433	DEFB4A	defensin beta 4A	protein-coding
O00273	DFFA_HUMAN	1676	9606	ENSG00000160049	DFFA	DNA fragmentation factor subunit alpha	protein-coding
O76075	DFFB_HUMAN	1677	9606	ENSG00000169598	DFFB	DNA fragmentation factor subunit beta	protein-coding
Q6ZPD8	DG2L6_HUMAN	347516	9606	ENSG00000184210	DGAT2L6	diacylglycerol O-acyltransferase 2 like 6	protein-coding
O75907	DGAT1_HUMAN	8694	9606	ENSG00000185000	DGAT1	diacylglycerol O-acyltransferase 1	protein-coding
